"pkmnFormId","pkmnSpeciesId","orderNum","name","formName","formTypeId","regionId","isDefault","isBattleOnly","isCosmetic","isEvent","isSexuallyDimorphic","isSpecial","typeId1","typeId2","hp","att","def","spAtt","spDef","spd","specialStat","height","weight","generationId","genderRatioId","colorId","shapeId","abilityId1","abilityId2","abilityIdHidden","eggGroupId1","eggGroupId2","category","friendship","exp","hpEVs","attEVs","defEVs","spAttEVs","spDefEVs","spdEVs","friendAreaId","isGigantic","pSpeed","pPower","pSkill","pStamina","pJump","pokeAPIId","pokeAPIPokemonId"
"920","676","8","Kabuki Furfrou","Kabuki Trim",NULL,NULL,"0","0","1","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10122","676"
"921","676","9","Pharaoh Furfrou","Pharaoh Trim",NULL,NULL,"0","0","1","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10123","676"
"922","677","0","Espurr",NULL,NULL,NULL,"1","0","0","0","0","0","14",NULL,"62","48","54","63","60","68",NULL,"3","35","6","5","4","6","51","151","20","5",NULL,"Restraint","50","71","0","0","0","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"677","677"
"923","678","0","Male Meowstic","Male",NULL,NULL,"1","0","0","0","1","0","14",NULL,"74","48","76","83","81","104",NULL,"6","85","6","8","2","6","51","151","158","5",NULL,"Constraint","50","163","0","0","0","0","0","2",NULL,"0",NULL,NULL,NULL,NULL,NULL,"678","678"
"924","678","1","Female Meowstic","Female",NULL,NULL,"0","0","0","0","1","0","14",NULL,"74","48","76","83","81","104",NULL,"6","85","6","2","9","6","51","151","172","5",NULL,"Constraint","50","163","0","0","0","0","0","2",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10124","10025"
"925","679","0","Honedge",NULL,NULL,NULL,"1","0","0","0","0","0","9","8","45","80","100","35","37","28",NULL,"8","20","6","5","3","5","99",NULL,NULL,"10",NULL,"Sword","50","65","0","0","1","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"679","679"
"926","680","0","Doublade",NULL,NULL,NULL,"1","0","0","0","0","0","9","8","59","110","150","45","49","35",NULL,"8","45","6","5","3","11","99",NULL,NULL,"10",NULL,"Sword","50","157","0","0","2","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"680","680"
"927","681","0","Shield Aegislash","Shield Forme",NULL,NULL,"1","0","0","0","0","0","9","8","60","50","140","50","140","60",NULL,"17","530","6","5","3","5","176",NULL,NULL,"10",NULL,"Royal Sword","50","250","0","0","2","0","1","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"681","681"
"928","681","1","Blade Aegislash","Blade Forme",NULL,NULL,"0","1","0","0","0","0","9","8","60","140","50","140","50","60",NULL,"17","530","6","5","3","5","176",NULL,NULL,"10",NULL,"Royal Sword","50","250","0","2","0","1","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10125","10026"
"929","682","0","Spritzee",NULL,NULL,NULL,"1","0","0","0","0","0","18",NULL,"78","52","60","63","65","23",NULL,"2","5","6","5","6","4","131",NULL,"165","6",NULL,"Perfume","50","68","1","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"682","682"
"930","683","0","Aromatisse",NULL,NULL,NULL,"1","0","0","0","0","0","18",NULL,"101","72","72","99","89","29",NULL,"8","155","6","5","6","12","131",NULL,"165","6",NULL,"Fragrance","50","162","2","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"683","683"
"931","684","0","Swirlix",NULL,NULL,NULL,"1","0","0","0","0","0","18",NULL,"62","48","66","59","57","49",NULL,"4","35","6","5","9","7","175",NULL,"84","6",NULL,"Cotton Candy","50","68","0","0","1","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"684","684"
"932","685","0","Slurpuff",NULL,NULL,NULL,"1","0","0","0","0","0","18",NULL,"82","80","86","85","75","72",NULL,"8","50","6","5","9","12","175",NULL,"84","6",NULL,"Meringue","50","168","0","0","2","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"685","685"
"933","686","0","Inkay",NULL,NULL,NULL,"1","0","0","0","0","0","17","14","53","54","53","37","46","45",NULL,"4","35","6","5","2","10","126","21","151","2","12","Revolving","50","58","0","1","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"686","686"
"934","687","0","Malamar",NULL,NULL,NULL,"1","0","0","0","0","0","17","14","86","92","88","68","75","73",NULL,"15","470","6","5","2","5","126","21","151","2","12","Overturning","50","169","0","2","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"687","687"
"935","688","0","Binacle",NULL,NULL,NULL,"1","0","0","0","0","0","6","11","42","52","67","39","56","50",NULL,"5","310","6","5","3","11","181","97","124","9",NULL,"Two-Handed","50","61","0","1","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"688","688"
"936","689","0","Barbaracle",NULL,NULL,NULL,"1","0","0","0","0","0","6","11","72","105","115","54","86","68",NULL,"13","960","6","5","3","11","181","97","124","9",NULL,"Collective","50","175","0","2","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"689","689"
"937","690","0","Skrelp",NULL,NULL,NULL,"1","0","0","0","0","0","4","11","50","60","60","60","60","30",NULL,"5","73","6","5","3","5","38","143","91","2","14","Mock Kelp","50","64","0","0","0","0","1","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"690","690"
"938","691","0","Dragalge",NULL,NULL,NULL,"1","0","0","0","0","0","4","16","65","75","90","97","123","44",NULL,"18","815","6","5","3","5","38","143","91","2","14","Mock Kelp","50","173","0","0","0","0","2","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"691","691"
"939","692","0","Clauncher",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"50","53","62","58","63","44",NULL,"5","83","6","5","2","14","178",NULL,NULL,"2","9","Water Gun","50","66","0","0","0","1","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"692","692"
"940","693","0","Clawitzer",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"71","73","88","120","89","59",NULL,"13","353","6","5","2","2","178",NULL,NULL,"2","9","Howitzer","50","100","0","0","0","2","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"693","693"
"941","694","0","Helioptile",NULL,NULL,NULL,"1","0","0","0","0","0","13","1","44","38","33","61","43","70",NULL,"5","60","6","5","10","6","87","8","94","1","14","Generator","50","58","0","0","0","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"694","694"
"942","695","0","Heliolisk",NULL,NULL,NULL,"1","0","0","0","0","0","13","1","62","55","52","109","94","109",NULL,"10","210","6","5","10","6","87","8","94","1","14","Generator","50","168","0","0","0","1","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"695","695"
"943","696","0","Tyrunt",NULL,NULL,NULL,"1","0","0","0","0","0","6","16","58","89","77","45","45","48",NULL,"8","260","6","7","3","6","173",NULL,"5","1","14","Royal Heir","50","72","0","1","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"696","696"
"944","697","0","Tyrantrum",NULL,NULL,NULL,"1","0","0","0","0","0","6","16","82","121","119","69","59","71",NULL,"25","2700","6","7","8","6","173",NULL,"69","1","14","Despot","50","182","0","2","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"697","697"
"945","698","0","Amaura",NULL,NULL,NULL,"1","0","0","0","0","0","6","15","77","59","50","67","63","46",NULL,"13","252","6","7","2","8","174",NULL,"117","1",NULL,"Tundra","50","72","1","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"698","698"
"946","699","0","Aurorus",NULL,NULL,NULL,"1","0","0","0","0","0","6","15","123","77","72","99","92","58",NULL,"27","2250","6","7","2","8","174",NULL,"117","1",NULL,"Tundra","50","104","2","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"699","699"
"947","700","0","Sylveon",NULL,NULL,NULL,"1","0","0","0","0","0","18",NULL,"95","65","65","110","130","60",NULL,"10","235","6","7","6","8","56",NULL,"182","5",NULL,"Intertwining","50","184","0","0","0","0","2","0","57","0",NULL,NULL,NULL,NULL,NULL,"700","700"
"948","701","0","Hawlucha",NULL,NULL,NULL,"1","0","0","0","0","0","2","3","78","92","75","74","63","118",NULL,"8","215","6","5","5","12","7","84","104","4","8","Wrestling","50","175","0","2","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"701","701"
"949","702","0","Dedenne",NULL,NULL,NULL,"1","0","0","0","0","0","13","18","67","58","57","81","67","101",NULL,"2","22","6","5","10","6","167","53","57","5","6","Antenna","50","151","0","0","0","0","0","2",NULL,"0",NULL,NULL,NULL,NULL,NULL,"702","702"
"950","703","0","Carbink",NULL,NULL,NULL,"1","0","0","0","0","0","6","18","50","50","150","50","150","50",NULL,"3","57","6","1","4","1","29",NULL,"5","6","10","Jewel","50","100","0","0","1","0","1","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"703","703"
"951","704","0","Goomy",NULL,NULL,NULL,"1","0","0","0","0","0","16",NULL,"45","50","35","55","75","40",NULL,"3","28","6","5","7","2","157","93","183","14",NULL,"Soft Tissue","35","60","0","0","0","0","1","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"704","704"
"952","705","0","Sliggoo",NULL,NULL,NULL,"1","0","0","0","0","0","16",NULL,"68","75","53","83","113","60",NULL,"8","175","6","5","7","2","157","93","183","14",NULL,"Soft Tissue","35","158","0","0","0","0","2","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"705","705"
"953","706","0","Goodra",NULL,NULL,NULL,"1","0","0","0","0","0","16",NULL,"90","100","70","110","150","80",NULL,"20","1505","6","5","7","6","157","93","183","14",NULL,"Dragon","35","300","0","0","0","0","3","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"706","706"
"954","707","0","Klefki",NULL,NULL,NULL,"1","0","0","0","0","0","9","18","57","80","91","80","87","75",NULL,"2","30","6","5","4","1","158",NULL,"170","10",NULL,"Key Ring","50","165","0","0","1","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"707","707"
"955","708","0","Phantump",NULL,NULL,NULL,"1","0","0","0","0","0","8","12","43","70","48","50","60","38",NULL,"4","70","6","5","3","4","30","119","139","7","11","Stump","50","62","0","1","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"708","708"
"956","709","0","Trevenant",NULL,NULL,NULL,"1","0","0","0","0","0","8","12","85","110","76","65","82","56",NULL,"15","710","6","5","3","10","30","119","139","7","11","Elder Tree","50","166","0","2","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"709","709"
"957","710","1","Average Pumpkaboo","Average Size",NULL,NULL,"1","0","0","0","0","0","8","12","49","66","70","44","55","51",NULL,"4","50","6","5","3","1","53","119","15","11",NULL,"Pumpkin","50","67","0","0","1","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"710","710"
"958","710","0","Small Pumpkaboo","Small Size",NULL,NULL,"0","0","0","0","0","0","8","12","44","66","70","44","55","56",NULL,"3","35","6","5","3","1","53","119","15","11",NULL,"Pumpkin","50","67","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10126","10027"
"959","710","2","Large Pumpkaboo","Large Size",NULL,NULL,"0","0","0","0","0","0","8","12","54","66","70","44","55","46",NULL,"5","75","6","5","3","1","53","119","15","11",NULL,"Pumpkin","50","67","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10127","10028"
"960","710","3","Super Pumpkaboo","Super Size",NULL,NULL,"0","0","0","0","0","0","8","12","59","66","70","44","55","41",NULL,"8","150","6","5","3","1","53","119","15","11",NULL,"Pumpkin","50","67","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10128","10029"
"961","711","1","Average Gourgeist","Average Size",NULL,NULL,"1","0","0","0","0","0","8","12","65","90","122","58","75","84",NULL,"9","125","6","5","3","5","53","119","15","11",NULL,"Pumpkin","50","173","0","0","2","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"711","711"
"962","711","0","Small Gourgeist","Small Size",NULL,NULL,"0","0","0","0","0","0","8","12","55","85","122","58","75","99",NULL,"7","95","6","5","3","5","53","119","15","11",NULL,"Pumpkin","50","173","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10129","10030"
"963","711","2","Large Gourgeist","Large Size",NULL,NULL,"0","0","0","0","0","0","8","12","75","95","122","58","75","69",NULL,"11","140","6","5","3","5","53","119","15","11",NULL,"Pumpkin","50","173","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10130","10031"
"964","711","3","Super Gourgeist","Super Size",NULL,NULL,"0","0","0","0","0","0","8","12","85","100","122","58","75","54",NULL,"17","390","6","5","3","5","53","119","15","11",NULL,"Pumpkin","50","173","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10131","10032"
"965","712","0","Bergmite",NULL,NULL,NULL,"1","0","0","0","0","0","15",NULL,"55","69","85","32","35","28",NULL,"10","995","6","5","2","8","20","115","5","1","10","Ice Chunk","50","61","0","0","1","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"712","712"
"966","713","0","Avalugg",NULL,NULL,NULL,"1","0","0","0","0","0","15",NULL,"95","117","184","44","46","28",NULL,"20","5050","6","5","2","8","20","115","5","1","10","Iceberg","50","180","0","0","2","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"713","713"
"967","714","0","Noibat",NULL,NULL,NULL,"1","0","0","0","0","0","3","16","40","30","35","45","40","55",NULL,"5","80","6","5","7","9","119","151","140","4","14","Sound Wave","50","49","0","0","0","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"714","714"
"968","715","0","Noivern",NULL,NULL,NULL,"1","0","0","0","0","0","3","16","85","70","80","97","80","123",NULL,"15","850","6","5","7","9","119","151","140","4","14","Sound Wave","50","187","0","0","0","0","0","2",NULL,"0",NULL,NULL,NULL,NULL,NULL,"715","715"
"969","716","0","Neutral Xerneas","Neutral Mode",NULL,NULL,"1","0","0","0","0","0","18",NULL,"126","131","95","131","98","99",NULL,"30","2150","6","1","2","8","187",NULL,NULL,"15",NULL,"Life","0","340","3","0","0","0","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"10132","716"
"970","716","1","Active Xerneas","Active Mode",NULL,NULL,"0","1","1","0","0","0","18",NULL,"126","131","95","131","98","99",NULL,"30","2150","6","1","2","8","187",NULL,NULL,"15",NULL,"Life","0","340","3","0","0","0","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"716","716"
"971","717","0","Yveltal",NULL,NULL,NULL,"1","0","0","0","0","0","17","3","126","131","95","131","98","99",NULL,"58","2030","6","1","8","9","186",NULL,NULL,"15",NULL,"Destruction","0","340","3","0","0","0","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"717","717"
"972","718","0","10% Zygarde","10% Forme",NULL,NULL,"0","0","0","0","0","0","16","5","54","100","71","61","85","115",NULL,"12","335","7","1","5","8","188","211",NULL,"15",NULL,"Order","0","243","3","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10220","10118"
"973","718","1","50% Zygarde","50% Forme",NULL,NULL,"1","0","0","0","0","0","16","5","108","100","121","81","95","95",NULL,"50","3050","6","1","5","2","188","211",NULL,"15",NULL,"Order","0","300","3","0","0","0","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"10221","10119"
"974","718","2","Complete Zygarde","Complete Forme",NULL,NULL,"0","0","0","0","0","0","16","5","216","100","121","91","95","85",NULL,"45","6100","7","1","5","6","211",NULL,NULL,"15",NULL,"Order","0","354","3","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10222","10120"
"975","719","0","Diancie",NULL,NULL,NULL,"1","0","0","0","0","0","6","18","50","100","150","100","150","50",NULL,"7","88","6","1","6","4","29",NULL,NULL,"15",NULL,"Jewel","50","300","0","0","1","0","2","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"719","719"
"976","719","1","Mega Diancie","Mega","3",NULL,"0","1","0","0","0","0","6","18","50","160","110","160","110","110",NULL,"11","278","6","1","6","4","156",NULL,NULL,"15",NULL,"Jewel","50","350","0","0","1","0","2","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10177","10075"
"977","720","0","Confined Hoopa","Confined",NULL,NULL,"1","0","0","0","0","0","14","8","80","110","60","150","130","70",NULL,"5","90","6","1","7","4","170",NULL,NULL,"15",NULL,"Mischief","100","300","0","0","0","3","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"720","720"
"978","720","1","Hoopa Unbound","Unbound",NULL,NULL,"0","0","0","0","0","0","14","17","80","160","60","170","130","80",NULL,"65","4900","6","1","7","6","170",NULL,NULL,"15",NULL,"Djinn","50","340","0","0","0","3","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"10188","10086"
"979","721","0","Volcanion",NULL,NULL,NULL,"1","0","0","0","0","0","10","11","80","110","120","130","90","70",NULL,"17","1950","6","1","3","8","11",NULL,NULL,"15",NULL,"Steam","100","300","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"721","721"
"980","722","0","Rowlet",NULL,NULL,NULL,"1","0","0","0","0","0","12","3","68","55","55","50","50","42",NULL,"3","15","7","7","3","9","65",NULL,"203","4",NULL,"Grass Quill","50","64","1","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"722","722"
"981","723","0","Dartrix",NULL,NULL,NULL,"1","0","0","0","0","0","12","3","78","75","75","70","70","52",NULL,"7","160","7","7","3","9","65",NULL,"203","4",NULL,"Blade Quill","50","147","2","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"723","723"
"982","724","0","Decidueye",NULL,NULL,NULL,"1","0","0","0","0","0","12","8","78","107","75","100","100","70",NULL,"16","366","7","7","3","9","65",NULL,"203","4",NULL,"Arrow Quill","50","265","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"724","724"
"983","725","0","Litten",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"45","65","40","60","40","70",NULL,"4","43","7","7","8","8","66",NULL,"22","5",NULL,"Fire Cat","50","64","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"725","725"
"984","726","0","Torracat",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"65","85","50","80","50","90",NULL,"7","250","7","7","8","8","66",NULL,"22","5",NULL,"Fire Cat","50","147","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"726","726"
"985","727","0","Incineroar",NULL,NULL,NULL,"1","0","0","0","0","0","10","17","95","115","90","80","90","60",NULL,"18","830","7","7","8","6","66",NULL,"22","5",NULL,"Heel","50","265","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"727","727"
"986","728","0","Popplio",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"50","54","54","66","56","40",NULL,"4","75","7","7","2","3","67",NULL,"204","2","5","Sea Lion","50","64","0","0","0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"728","728"
"987","729","0","Brionne",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"60","69","69","91","81","50",NULL,"6","175","7","7","2","3","67",NULL,"204","2","5","Pop Star","50","147","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"729","729"
"988","730","0","Primarina",NULL,NULL,NULL,"1","0","0","0","0","0","11","18","80","74","74","126","116","60",NULL,"18","440","7","7","2","3","67",NULL,"204","2","5","Soloist","50","265","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"730","730"
"989","731","0","Pikipek",NULL,NULL,NULL,"1","0","0","0","0","0","1","3","35","75","30","30","30","65",NULL,"3","12","7","5","1","9","51","92","53","4",NULL,"Woodpecker","50","53","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"731","731"
"990","732","0","Trumbeak",NULL,NULL,NULL,"1","0","0","0","0","0","1","3","55","85","50","40","50","75",NULL,"6","148","7","5","1","9","51","92","53","4",NULL,"Bugle Beak","50","124","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"732","732"
"991","733","0","Toucannon",NULL,NULL,NULL,"1","0","0","0","0","0","1","3","80","120","75","75","75","60",NULL,"11","260","7","5","1","9","51","92","125","4",NULL,"Cannon","50","243","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"733","733"
"992","734","0","Yungoos",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"48","70","30","30","30","45",NULL,"4","60","7","5","3","8","198","173","91","5",NULL,"Loitering","50","51","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"734","734"
"993","735","0","Gumshoos",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"88","110","60","55","60","45",NULL,"7","142","7","5","3","8","198","173","91","5",NULL,"Stakeout","50","146","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"735","735"
"994","736","0","Grubbin",NULL,NULL,NULL,"1","0","0","0","0","0","7",NULL,"47","62","45","55","45","46",NULL,"4","44","7","5","4","14","68",NULL,NULL,"3",NULL,"Larva","50","60","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"736","736"
"995","737","0","Charjabug",NULL,NULL,NULL,"1","0","0","0","0","0","7","13","57","82","95","55","75","36",NULL,"5","105","7","5","5","2","217",NULL,NULL,"3",NULL,"Battery","50","140","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"737","737"
"996","738","0","Vikavolt",NULL,NULL,NULL,"1","0","0","0","0","0","7","13","77","70","90","145","75","43",NULL,"15","450","7","5","2","14","26",NULL,NULL,"3",NULL,"Stag Beetle","50","250","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"738","738"
"997","739","0","Crabrawler",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"47","82","57","42","47","63",NULL,"6","70","7","5","7","14","52","89","83","9",NULL,"Boxing","50","68","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"739","739"
"998","740","0","Crabominable",NULL,NULL,NULL,"1","0","0","0","0","0","2","15","97","132","77","62","67","43",NULL,"17","1800","7","5","9","14","52","89","83","9",NULL,"Woolly Crab","50","167","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"740","740"
